created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Oct 05 00:02:29 +0000 2023;1709720679866654820;"@irwndfrry Aaaa takut banget digoreng balik sama influencer judi online. 😭";0;0;0;2;in;512946564;1709667984422371479;dewandijaya;https://twitter.com/dewandijaya/status/1709720679866654820
Thu Oct 05 00:02:19 +0000 2023;1709720635281215594;"@gibranabdullah_ @susipudjiastuti Terlalu melebar itu udin,, tema yang diangkat judi online din... Kenapa judi online tidak bisa diberantas...";0;1;0;0;in;1084569967394095104;1709456106039500987;_bangagoengDuA;https://twitter.com/_bangagoengDuA/status/1709720635281215594
Thu Oct 05 00:00:09 +0000 2023;1709720091028332783;"@ismailfahmi sebagai seseorang yg bukan begron statistik, dan sangat ga ngerti angka, boleh tahu pak, angka 200T ini didapat dari mana ya. sedangkan akses ke judi online saja illegal.";0;0;0;0;in;55838702;1709358513280196899;pemerintahkota;https://twitter.com/pemerintahkota/status/1709720091028332783
Wed Oct 04 23:59:15 +0000 2023;1709719865068511729;"Mending judi online apa judi offline (?)";0;0;0;0;in;1229709543837356035;1709719865068511729;oscar_yz_;https://twitter.com/oscar_yz_/status/1709719865068511729
Wed Oct 04 23:58:42 +0000 2023;1709719728019673490;"@SuamiHayati @PartaiSocmed @CCICPolri @PPATK Hey asu ngapain lu goblok²in gw, perasaan gw juga baek² replynya. Kan gw bilang yg maen ANAK KECIL, dia kenal judi online yah dari nonton live² gini. Yah lu udah dewasa udah bisa bedain mana item mana putih, gw ulangin lg yah yg gw maksud ANAK KECIL WOY ANAK KECIL";0;0;0;0;in;1484348092917104647;1709515984539889812;rrnorozo_;https://twitter.com/rrnorozo_/status/1709719728019673490
Wed Oct 04 23:54:51 +0000 2023;1709718755733913867;"Pengaruh Judi Online (Selot) terhadap ekonomi keluarga UMR. Pengaruh Judi Online (Selot) terhadap ekonomi keluarga dibawah UMR.  Ini biso diteliti utk mhsiswa FE &amp  FISIP.";0;0;0;0;in;288909364;1709718755733913867;_muhammadhilmy;https://twitter.com/_muhammadhilmy/status/1709718755733913867
Wed Oct 04 23:54:04 +0000 2023;1709718558509314285;"Iseng ad sisa saldo dana. 🤣  Kita pol polan sebagai akun receh apa yg kita bs perbuat dr semua yg kita punya all out aj.  Paling ntar ad gantinya lg. Duit segitu dlu mah pasti mikir nya deposit pas masih kumat main judi online  Skrg mah fokus edukasi sm  minimalisir judi online https://t.co/CzzeexMRcx";0;0;0;1;in;1411822112357031938;1709718558509314285;faridhcrb;https://twitter.com/faridhcrb/status/1709718558509314285
Wed Oct 04 23:53:53 +0000 2023;1709718515794489769;"Klo di luar negeri judi di perbolehkan tp klo di indo di sikat makanya yg online lbh di gandrungi";0;0;0;0;in;968053540957532160;1709718515794489769;setanpolitiik;https://twitter.com/setanpolitiik/status/1709718515794489769
Wed Oct 04 23:53:51 +0000 2023;1709718507116532067;"Saya lagi penasaran  Situs porno kan sekalipun diblok akan selalu muncul situs baru. Tapi pemerintah tetep mengusahakan blokir situs porno. Dengan alasan pornografi itu merusak.  Kalau ke situs judi online kok nggak diperlakukan sama?";5;15;73;172;in;68714545;1709718507116532067;jiemiardian;https://twitter.com/jiemiardian/status/1709718507116532067
Wed Oct 04 23:51:04 +0000 2023;1709717803966611639;"@ListyoSigitP Ehmhh eh halo pak...artis yg promote judi online gimana kabarnya";0;0;0;2;in;1487401994000400384;1709454657247134179;ElMarshall123;https://twitter.com/ElMarshall123/status/1709717803966611639
Wed Oct 04 23:50:44 +0000 2023;1709717721913454998;"@LibraLuv3 Pagi cing kucing";0;0;0;1;in;1411822112357031938;1709717578300498320;faridhcrb;https://twitter.com/faridhcrb/status/1709717721913454998
Wed Oct 04 23:50:27 +0000 2023;1709717650249560261;"@ReenTis_ Iya sih.tim produksi kaos jg lesu dpt dr tiktok shop lumayan.  Akhirnya mereka pindah ke marketplace dgn cara memperbanyak toko dn memperbanyak promot di media sosial.  Produk umkm lokal padahal mereka yg mungkin kalah jauh modal sm pemain dr luar.";0;2;0;3;in;1411822112357031938;1709716479153717740;faridhcrb;https://twitter.com/faridhcrb/status/1709717650249560261
Wed Oct 04 23:47:57 +0000 2023;1709717022181847088;"@zayena999 Engga iya enggga";0;0;0;0;in;1411822112357031938;1709700104603791744;faridhcrb;https://twitter.com/faridhcrb/status/1709717022181847088
Wed Oct 04 23:44:50 +0000 2023;1709716236441890993;"Beberapa kali isi khutbah Jumat di lingkungan perkantoran dan isi khutbah saya selalu sarankan ke bagian personalia untuk keluarkan kebijakan untuk atasi soal judi online. Harus tegas.   Ini sudah jadi penyakit masyarakat, bukan lagi urusan privat.";0;0;0;1;in;1331452129102372864;1709715547250716711;muhammad_husnil;https://twitter.com/muhammad_husnil/status/1709716236441890993
Wed Oct 04 23:44:16 +0000 2023;1709716096272495074;"@siweyeprad @OmegaDragonite @PartaiSocmed @DivHumas_Polri @CCICPolri Itu beda kasus bang klo itu emng wajib dikembaliin duitnya soalnya kan duit hasil dri trading yang dipromosiin beda ma judi online";0;0;0;0;in;1294030779526217728;1709440313360850956;Vincnz48;https://twitter.com/Vincnz48/status/1709716096272495074
Wed Oct 04 23:44:02 +0000 2023;1709716035018911844;"@zayena999 🏃💨💨💨💨";0;1;0;0;qme;1411822112357031938;1709700104603791744;faridhcrb;https://twitter.com/faridhcrb/status/1709716035018911844
Wed Oct 04 23:43:35 +0000 2023;1709715922829660667;"Formasi303 situs judi online terpercaya pasti bayar, dan dapatkan rtp slot gacor, terupdate di hacketslot88 100% maxwin. #FORMASI303 https://t.co/pHBrSYggjw";0;0;0;0;in;1644282019512475650;1709715922829660667;formasi303;https://twitter.com/formasi303/status/1709715922829660667
Wed Oct 04 23:43:23 +0000 2023;1709715872749920358;"Lama² beli server buat bom like sm RT biar nyebar klau pas lg ngetweet yg serius.  🤣 G d notif sm Yang mulia pemangku kuasa.";0;2;0;5;in;1411822112357031938;1709715872749920358;faridhcrb;https://twitter.com/faridhcrb/status/1709715872749920358
Wed Oct 04 23:42:06 +0000 2023;1709715547250716711;"Biasanya kalau habis isi ngaji ada saja yang curhat soal judi online. Saudaranya, teman, suami. Ada yang ajukan cerai gara-gara judi online dan saya sarankan fasakh atau khulu, karena tak bisa diobati.   Yang begini tak bisa dinasihati dengan dalil, tapi dengan kebijakan..";0;1;3;11;in;1331452129102372864;1709715547250716711;muhammad_husnil;https://twitter.com/muhammad_husnil/status/1709715547250716711
Wed Oct 04 23:41:46 +0000 2023;1709715463922663903;"🤣🤣🤣🤣🤣🤣🤣🤣  Pengen layangan bolos sekolah";0;0;0;0;in;1411822112357031938;1709715463922663903;faridhcrb;https://twitter.com/faridhcrb/status/1709715463922663903
Wed Oct 04 23:41:31 +0000 2023;1709715403490890064;"@PartaiSocmed Lu buka Chanel dia, lu join membership dia, terus lu scroll tuh video live dia awal" di YT tahun kemarin sekitar bulan 5-7 ada ga di situ, awal situs judi online Negedonate merek, biar lu tau, jadi kalo buat berita ga asal ceplas ceploss,";0;11;0;2;in;1500797719212077063;1709616734523863191;celzy_g;https://twitter.com/celzy_g/status/1709715403490890064
Wed Oct 04 23:41:22 +0000 2023;1709715365616619656;"@zayena999 Temen sengklek kepalanya kah";0;1;0;0;in;1411822112357031938;1709700104603791744;faridhcrb;https://twitter.com/faridhcrb/status/1709715365616619656
Wed Oct 04 23:40:25 +0000 2023;1709715127367311380;"@PartaiSocmed Tum mau tanya, kan banyak Streamer yang di sawer sama akun" judi online tuh min, meski streamernya GK secara langsung promosiin yg kayak gitu bakal kena juga kah?";0;0;0;0;in;1153398906379616256;1709567340944506919;FuFo74493594;https://twitter.com/FuFo74493594/status/1709715127367311380
Wed Oct 04 23:40:13 +0000 2023;1709715075383033887;"Bntr guys pagi² jgn sserius dlu.  Cari yg ngakak sm random dlu ya.  Butuh energy hr ini.  Gw cek soalnya hr kamis   Malam...............";0;0;1;3;in;1411822112357031938;1709715075383033887;faridhcrb;https://twitter.com/faridhcrb/status/1709715075383033887
Wed Oct 04 23:39:54 +0000 2023;1709714994646921649;"4. Aman dan Terpercaya: Keamanan merupakan salah satu hal terpenting dalam perjudian slot online. PERTIWI88 slot gacor telah terbukti sebagai situs judi online yang aman dan terpercaya, sehingga Anda dapat bermain dengan tenang tanpa khawatir akan penipuan atau kebocoran data.";0;0;0;0;in;1709708583053541376;1709714430496215534;DeayossiFa13712;https://twitter.com/DeayossiFa13712/status/1709714994646921649
Wed Oct 04 23:39:06 +0000 2023;1709714793786212782;"🤣🤣🤣🤣🤣🤣🤣  Ini alasan nya knp kadang gw bolos kalau bener² udh kagak jelas mapel nya.  Tp yo g gini² amat";0;1;1;1;in;1411822112357031938;1709714793786212782;faridhcrb;https://twitter.com/faridhcrb/status/1709714793786212782
Wed Oct 04 23:38:45 +0000 2023;1709714706745663764;"PERTIWI88: Destinasi Utama Main Slot Gacor PERTIWI88 main slot gacor merupakan salah satu situs judi slot online terbaik di Indonesia, yang dikenal dengan permainan slot gacor berkualitas tinggi.";0;0;0;0;in;1709708583053541376;1709714430496215534;DeayossiFa13712;https://twitter.com/DeayossiFa13712/status/1709714706745663764
Wed Oct 04 23:37:56 +0000 2023;1709714499446436022;"karena siapa pun yang bermain ingin menang besar. Salah satu tempat terbaik untuk merasakan sensasi ini adalah di PERTIWI88 slot gacor, situs judi slot online terkemuka yang menawarkan berbagai pilihan permainan slot gacor di PERTIWI88.";0;0;0;0;in;1709708583053541376;1709714430496215534;DeayossiFa13712;https://twitter.com/DeayossiFa13712/status/1709714499446436022
Wed Oct 04 23:37:32 +0000 2023;1709714398066192849;"Walaikumsalam";0;0;0;1;in;1411822112357031938;1709714398066192849;faridhcrb;https://twitter.com/faridhcrb/status/1709714398066192849
Wed Oct 04 23:37:14 +0000 2023;1709714324946931721;"@D__Frozen @elonmusk 🤣 love to  Kata asisten mang elon";0;0;0;0;tl;1411822112357031938;1709710755606466608;faridhcrb;https://twitter.com/faridhcrb/status/1709714324946931721
Wed Oct 04 23:37:11 +0000 2023;1709714310178468313;"Jantanslot88 situs judi online terpercaya pasti bayar, dan dapatkan rtp slot gacor, terupdate di hacketslot88 100% maxwin. #JANTANSLOT88 https://t.co/7SkW5L0Gfk";0;0;0;0;in;1500856371612319747;1709714310178468313;JantanSlot88;https://twitter.com/JantanSlot88/status/1709714310178468313
Wed Oct 04 23:35:32 +0000 2023;1709713898050359470;"@PartaiSocmed Siapa yang bisa nolak kalo di Donate dengan nominal puluhan juta, ya mau ga mau lah Mereka terima, mau di blacklist juga ga bisa, ga bisa di atur juga link Donate, kalo mereka bisa atur buat atau khusus, kecuali judi online ga bisa donate, ga bisa juga di atur kek gitu";0;0;0;0;in;1500797719212077063;1709616734523863191;celzy_g;https://twitter.com/celzy_g/status/1709713898050359470
Wed Oct 04 23:34:31 +0000 2023;1709713639534469230;"Judi online target marketnya org menengah kebwah mkanya bnyak yg jdi bermasalah jg sma utang atau pinjol";0;0;0;0;in;1235188211074424833;1709713639534469230;bonbonsov;https://twitter.com/bonbonsov/status/1709713639534469230
Wed Oct 04 23:33:19 +0000 2023;1709713337833947321;"Udh bnyak kasus org yg candu judi online endingnya gmna, msh aja ada yg main goblok bgt";0;0;0;0;in;1235188211074424833;1709713337833947321;bonbonsov;https://twitter.com/bonbonsov/status/1709713337833947321
Wed Oct 04 23:32:56 +0000 2023;1709713240819662856;"@PartaiSocmed Mereka awal buka saweria sebelum adanya judi online, pas Merka lagi live, dan yg nonton rame, nah Mereka (Judi Online) Negedonate lah ke para streamer ini, kesempatan buat promosikan situs judi online mereka, dan yang mereka Donate ini para streamer besar bukan kecil";0;6;0;0;in;1500797719212077063;1709616734523863191;celzy_g;https://twitter.com/celzy_g/status/1709713240819662856
Wed Oct 04 23:31:34 +0000 2023;1709712897943679138;"@AzzamIzzulhaq @susipudjiastuti Bisa jadi judi online dimasukan ke Indonesia sebagai virus penghancur tatanan ekonomi &amp  SOSIAL sehingga RAKYATNYA jadi hancur kehidupannya sehingga ketika hancur mereka tidak ada jalan lain kecuali patuh atau jika tidak patuh maka akan hancur";0;1;0;0;in;1218021093748830208;1709456106039500987;Whiteshadow211;https://twitter.com/Whiteshadow211/status/1709712897943679138
Wed Oct 04 23:29:35 +0000 2023;1709712397764571292;"Uang adalah alat tukar. Artinya uang ditukar barang atau jasa. Memudahkan transaksi.  Uang judi online apakah sudah pasti akan dikembalikan (ditukar) dg barang atau jasa?  Disinilah, bukan cuma merugikan individu. Tetapi perekonomian juga rusak. Riba, saham, juga sama.";0;0;0;0;in;882307775333838848;1709712397764571292;ShidqiNegoro;https://twitter.com/ShidqiNegoro/status/1709712397764571292
Wed Oct 04 23:29:51 +0000 2023;1709712467704570037;"@Iyan_KH Setuju pak 👍👍 Datanya sampai saat ini sdh 200 T yg lenyap krn judi online.Harusnya uang 200T itu kl untuk belanja,ekonomi akan berputar,lha ini...hilang...raib.  Mo tanya pak,apakah bisa negara resesi gara2 judi online,krn uang rakyatnya ga dipakai belanja tp raib di pake judi?";0;0;0;1;in;1356474835443060736;1709665969118064677;ZulaikaSugiarto;https://twitter.com/ZulaikaSugiarto/status/1709712467704570037
Wed Oct 04 23:30:59 +0000 2023;1709712750052511969;"@susipudjiastuti Ya berarti dapet bagian juga dari judi online";0;0;0;0;in;1460167936191070214;1709456106039500987;Jackma30608085;https://twitter.com/Jackma30608085/status/1709712750052511969
Wed Oct 04 23:28:45 +0000 2023;1709712191199334657;"@angewwie Siapa yang bisa nolak kalo di Donate dengan nominal puluhan juta, ya mau ga mau lah Mereka terima, mau di blacklist juga ga bisa, ga bisa di atur juga link Donate, kalo mereka bisa atur buat atau khusus, kecuali judi online ga bisa donate, ga bisa juga di atur kek gitu";0;0;0;0;in;1500797719212077063;1709517269465006496;celzy_g;https://twitter.com/celzy_g/status/1709712191199334657
Wed Oct 04 23:28:32 +0000 2023;1709712136031904069;"Selamat pagi Pelan tp pasti kita berusaha aja ye.   Ini petisi pertama yg gw buat malah bersuara tentang akun promot judi online. Saking gemes aj sm bpk² terhormat. https://t.co/no0cHkd0Um";0;0;0;0;in;1411822112357031938;1709609507679322258;faridhcrb;https://twitter.com/faridhcrb/status/1709712136031904069
Wed Oct 04 23:28:07 +0000 2023;1709712031065002138;"Totoluna88 situs judi online terpercaya pasti bayar, dan dapatkan rtp slot gacor, terupdate di hacketslot88 100% maxwin. #TOTOLUNA88 https://t.co/gFFMoZ6o9g";0;0;0;0;in;1556617512191545345;1709712031065002138;totoluna88;https://twitter.com/totoluna88/status/1709712031065002138
Wed Oct 04 23:27:40 +0000 2023;1709711917747495289;"yang lebih miris lagi skrg kalo gw perhatiin di youtube... kayaknya ig juga prnh... (gw ga punya teektok) banyak bgt video shorts/reels yg isinya drama korea, tp kalau diperhatikan ada logo2 judi online 'yy88' 'yybet' dsb.   ngeri bgt kalo dpt views banyak. apakah itu diuangkan..";0;1;0;0;in;747000196437934080;1709711248529539287;jouleyang;https://twitter.com/jouleyang/status/1709711917747495289
Wed Oct 04 23:26:46 +0000 2023;1709711691137634386;"Saya tuuhh Bingung pa.... Judi Online kalo kita ngeklik apa siyyy Ato ada aplikasinya.... Apa Game juga termasuk Judi Online?";0;0;2;0;in;174453386;1709711691137634386;Na_T1N4;https://twitter.com/Na_T1N4/status/1709711691137634386
Wed Oct 04 23:25:41 +0000 2023;1709711415471407369;"@ReenTis_ Bukan ka  Otw hatimu 🥳🏃💨💨";0;0;0;0;in;1411822112357031938;1709705731786834205;faridhcrb;https://twitter.com/faridhcrb/status/1709711415471407369
Wed Oct 04 23:25:30 +0000 2023;1709711371703611530;"@iIhamzada sudah sangat terang bin jelas, penghasilan tambahan = judi bukan game online lagi. kudu ditangkepin nih orang2 pada.";0;0;0;0;in;57566802;1709475190055506078;GadgetCornerSVC;https://twitter.com/GadgetCornerSVC/status/1709711371703611530
Wed Oct 04 23:25:01 +0000 2023;1709711248529539287;"entah yg promosi nggak ngerti, entah gak mau tau,  entah bagaimana... dan entah kita yang lihat kurang tahu/tertipu dgn 'pendapatan tambahan', padahal di videonya jelas2 ada tulisan bet. miris banget. Ya Allah tolong jauhkan orang2 Indonesia dari judi online seperti ini :(";0;1;0;0;in;747000196437934080;1709711248529539287;jouleyang;https://twitter.com/jouleyang/status/1709711248529539287
Wed Oct 04 23:24:58 +0000 2023;1709711235200205003;"@irwndfrry Ijin bang share petisi perihal judi online. 🙏 smoga bs meminimalisir akun yg promosi judi d medsos kalau d suarakan bnyk sm netizen. https://t.co/w4S1VPi7fl";0;0;0;0;in;1411822112357031938;1709667984422371479;faridhcrb;https://twitter.com/faridhcrb/status/1709711235200205003
Wed Oct 04 23:24:35 +0000 2023;1709711139808936354;"totoluna88 PREDIKSI TOGEL HARI dari :Totoluna88 situs judi online toto game terpercaya pasti bayar 100% #TOTOLUNA88 https://t.co/gzmUYC6GPh";0;0;0;0;in;1556617512191545345;1709711139808936354;totoluna88;https://twitter.com/totoluna88/status/1709711139808936354
Wed Oct 04 23:23:40 +0000 2023;1709710910128820377;"@susipudjiastuti baik Bu, sambil nunggu pemerintah mengambil tindakan atas judi online, kita sebagai masyarakat juga bisa doktrin org yg disekitar kita utk tdak main Judi online dan berhenti main judi online.";0;0;0;0;in;907593494;1709456106039500987;elamcihuy;https://twitter.com/elamcihuy/status/1709710910128820377
Wed Oct 04 23:22:14 +0000 2023;1709710548240384161;"@susipudjiastuti Coba pemerintah cina melarang judi online pasti disini "obey" 😰 "IYKWIM"";0;0;0;0;in;1218021093748830208;1709456106039500987;Whiteshadow211;https://twitter.com/Whiteshadow211/status/1709710548240384161
Wed Oct 04 23:22:07 +0000 2023;1709710521111364065;"@angewwie Mereka awal buka saweria sebelum adanya judi online, pas Merka lagi live, dan yg nonton rame, nah Mereka (Judi Online) Negedonate lah ke para streamer ini, kesempatan buat promosikan situs judi online mereka, dan yang mereka Donate ini para streamer besar bukan kecil";0;1;0;0;in;1500797719212077063;1709517269465006496;celzy_g;https://twitter.com/celzy_g/status/1709710521111364065
Wed Oct 04 23:21:43 +0000 2023;1709710421123596513;"@inijoejoe @MutaharohN 🫡";0;0;0;0;qme;1411822112357031938;1709700441666372077;faridhcrb;https://twitter.com/faridhcrb/status/1709710421123596513
Wed Oct 04 23:21:17 +0000 2023;1709710308447805876;"@ReenTis_ Okeee  🤣🏃💨🏃💨";0;1;0;1;und;1411822112357031938;1709705731786834205;faridhcrb;https://twitter.com/faridhcrb/status/1709710308447805876
Wed Oct 04 23:20:23 +0000 2023;1709710084962480182;"@susipudjiastuti Karena bos judi online blom dihukum mati.... Sambo cieeeekkk";0;0;0;0;in;1098620624270807040;1709456106039500987;aneukMO;https://twitter.com/aneukMO/status/1709710084962480182
Wed Oct 04 23:19:04 +0000 2023;1709709751100256425;"@MariaAlcaff Mksh mi 🙏🫡";0;0;0;1;in;1411822112357031938;1709707039432421589;faridhcrb;https://twitter.com/faridhcrb/status/1709709751100256425
Wed Oct 04 23:18:29 +0000 2023;1709709604559450396;"@CNNIndonesia Tik tok aja bisa ditutup...masa judi online ngga bisa ditutup? Jangan2......";0;0;0;1;in;175529813;1709576325131128845;Ahmad_Ridwan_;https://twitter.com/Ahmad_Ridwan_/status/1709709604559450396
Wed Oct 04 23:18:04 +0000 2023;1709709500675174692;"streamer mobelejen yg promo judi online saat ini:";0;0;0;0;in;1237324434840551425;1709709500675174692;platerish;https://twitter.com/platerish/status/1709709500675174692
Wed Oct 04 23:17:06 +0000 2023;1709709259489861884;"@GCFEarth @PartaiSocmed Tapi gua rasa gacha itu beda sih, karena para pemain gacha udah tau 100% bahwa mereka keluarin duit dan gak mengharapkan kembalian dalam bentuk uang, tapi cuma item in-game. Sementara klo judi online mereka diiming2i bisa menang uang lebih dr yg mereka pertaruhkan di dunia nyata";0;0;0;0;in;1562930760541433856;1709520366706872508;void_cure;https://twitter.com/void_cure/status/1709709259489861884
Wed Oct 04 23:15:42 +0000 2023;1709708906555953294;"@NarasiNewsroom Artinya normalisasu lagi tuh judi online… salah apa coba googledocs";0;0;0;0;in;28269605;1709413652837924946;asetiaji;https://twitter.com/asetiaji/status/1709708906555953294
Wed Oct 04 23:11:22 +0000 2023;1709707814502092809;"@susipudjiastuti @jokowi @ListyoSigitP @KompasTV @kompascom @OmbudsmanRI137 Mau heran tapi kok miris ya judi online prostitusi online makin subur menjamur kyak diberi media dan air.";0;0;0;0;in;1218021093748830208;1709367387659858300;Whiteshadow211;https://twitter.com/Whiteshadow211/status/1709707814502092809
Wed Oct 04 23:10:21 +0000 2023;1709707560490881435;"@PartaiSocmed Judi online ini benar2 merusak dan mewabah. Mereka semakin kreatif dan melibatkan banyak public figure untuk mempromosikan.  Harus terus dilawan kampanye sesat tersebut.  https://t.co/xqXrHnLyRt";0;0;0;3;in;86219771;1709484667274137605;apostiera;https://twitter.com/apostiera/status/1709707560490881435
Wed Oct 04 23:10:10 +0000 2023;1709707514395472247;"Siapapun orang nya yang promosi judi online, kalian bangsat !!!!";0;1;3;12;in;1291315464879001600;1709707514395472247;_doncorleone78;https://twitter.com/_doncorleone78/status/1709707514395472247
Wed Oct 04 23:05:47 +0000 2023;1709706409024352481;"@Farr3llid @PartaiSocmed Nanti bisa jadi duta anti sawer judi online";0;0;0;0;in;277625796;1709484667274137605;MatriDWirabakti;https://twitter.com/MatriDWirabakti/status/1709706409024352481
Wed Oct 04 23:03:55 +0000 2023;1709705938146607390;"Yuk teman2 @pinaraci_om @parewaminang4 @patualanggaAsse @Amrizaldy511  @injomonito1 @himawansugeha95 @angky_mokoginta @PramukhtikoS @DarsAlexandra1 Hapus Akun Promot Judi Online di X/Twitter - Tandatangani Petisi! https://t.co/nVb99eOsPz lewat @ChangeOrg_ID";0;1;5;4;in;255601667;1709705938146607390;venny_bp;https://twitter.com/venny_bp/status/1709705938146607390
Wed Oct 04 23:03:02 +0000 2023;1709705717819818374;"Viralkan hal ini. JANGAN hanya yang berprestasi aja dikasih panggung, yang jelek2 kayak peringkat satu judi online juga WAJIB DIKASIH PANGGUNG";0;0;0;0;in;1178902652140212224;1709705717819818374;sanzen765315;https://twitter.com/sanzen765315/status/1709705717819818374
Wed Oct 04 23:00:08 +0000 2023;1709704987310543060;"@susipudjiastuti @jokowi @ListyoSigitP @KompasTV @kompascom @OmbudsmanRI137 Cyber crime polri itu apa tugasnya?jangan cuma makan gaji buta...inilah sebenarnya tugas kalian memberantas judi online &amp  pinjol.Kalo ga bisa ya mundur aja itu lebih terhormat...";0;0;0;0;in;1256189201172721667;1709367387659858300;Interru81533457;https://twitter.com/Interru81533457/status/1709704987310543060
Wed Oct 04 22:59:58 +0000 2023;1709704946923532702;"Serverpkv Daftar Situs Judi Online PKV Games BandarQ DominoQQ Online Terpercaya  🏆 Bonus Turnover 0.5% 🏆 Bonus Referral 20%  #serverpkv #judionline #bandarq #bandarqq #dominoqq #domino99 #aduq #pkvgames #situsjudionline #agenjudionline #capsasusun #pokeronline #depositpulsa https://t.co/0RSXnvbjrA";0;0;0;0;et;1652878663019544576;1709704946923532702;abangqqonline;https://twitter.com/abangqqonline/status/1709704946923532702
Wed Oct 04 22:59:39 +0000 2023;1709704865746928121;"Rampung Diperiksa, Amanda Manopo Terima 16 Juta soal Promosi Judi Online https://t.co/A0VLjqrXwk";0;0;0;0;in;365332334;1709704865746928121;terkenalcoid;https://twitter.com/terkenalcoid/status/1709704865746928121
Wed Oct 04 22:55:31 +0000 2023;1709703826515820584;"Eeeaaa! Ada Artis dan Influencer di Iklan Judi Online https://t.co/76mbOX6A0m via @jurno_id";0;0;0;0;in;181516282;1709703826515820584;marcellgianini;https://twitter.com/marcellgianini/status/1709703826515820584
